Reporting Period,Project ID,Project County,Project City,Project ZIP,Gas Utility,Electric Utility,Project Completion Date,Total Project Cost,Pre-Retrofit Home Heating Fuel Type,Year Home Built,Size Of Home,Number Of Units,Job Type,Type Of Dwelling,Measure Type,Estimated Annual kWh Savings,Estimated Annual MMBtu Savings,First Year Modeled Project Energy Savings $ Estimate,Location 1
04/30/2022,410494,Albany,Latham,12110,National Grid,National Grid,08/20/2019,7387,Natural Gas,1961,950,1,Home Performance,Single Family,Building Shell,926,45,465,"Latham, NY 12110
(42.750728, -73.770061)"
04/30/2022,410717,Oneida,Verona,13478,,National Grid,08/20/2019,5980,Kerosene,1993,"1,022",1,Home Performance,Mobile,Building Shell,426,10,265,"Verona, NY 13478
(43.143375, -75.578144)"
09/30/2021,355042,Albany,Selkirk,12158,,National Grid,02-04-2019,6884,Oil,1991,840,1,Home Performance,Mobile,Building Shell,0,27,660,"Selkirk, NY 12158
(42.545755, -73.816841)"
04/30/2022,407999,Herkimer,Cold Brook,13324,,National Grid,08-09-2019,4971,Oil,1941,"2,438",1,Home Performance,Single Family,Building Shell,0,16,289,"Cold Brook, NY 13324
(43.328016, -74.97323)"
09/30/2021,373047,Montgomery,Fort Plain,13339,,National Grid,01/24/2019,963,Oil,1977,"1,180",1,Home Performance,Mobile,Building Shell,494,5,175,"Fort Plain, NY 13339
(42.942451, -74.664768)"
09/30/2021,375223,Wayne,Williamson,14589,,Rochester Gas & Electric,01-07-2019,8568,Other,,"1,574",1,Home Performance,Single Family,Building Shell,0,57,1527,"Williamson, NY 14589
(43.241518, -77.175308)"
04/30/2022,422033,Bronx,The Bronx,10468,Consolidated Edison,Consolidated Edison,08-05-2019,513,Natural Gas,,"1,530",1,Electric Reduction,Single Family,Building Shell,368,0,86,"The Bronx, NY 10468
(40.867949, -73.898814)"
04/30/2022,420311,Oswego,Oswego,13126,National Grid,National Grid,09/25/2019,7177,Natural Gas,1896,"2,026",1,Home Performance,Single Family,Building Shell,0,38,310,"Oswego, NY 13126
(43.440456, -76.474421)"
04/30/2022,422225,Monroe,Rochester,14616,Rochester Gas & Electric,Rochester Gas & Electric,09/23/2019,4946,Natural Gas,,"1,170",1,Home Performance,Single Family,Building Shell,0,50,420,"Rochester, NY 14616
(43.233155, -77.655373)"
04/30/2022,399258,Albany,Albany,12206,National Grid,National Grid,07/26/2019,10442,Natural Gas,,"2,600",1,Home Performance,Single Family,Building Shell,494,172,1472,"Albany, NY 12206
(42.67271, -73.781991)"
04/30/2022,420258,Queens,Queens,11422,National Grid,Consolidated Edison,09/16/2019,10601,Natural Gas,,"1,512",1,Home Performance,Single Family,Building Shell,807,70,971,"Queens, NY 11422
(40.663668, -73.73468)"
04/30/2022,372951,Broome,Binghamton,13905,New York State Electric & Gas,New York State Electric & Gas,01-03-2019,5961,Natural Gas,1921,"1,496",1,Home Performance,Single Family,Building Shell,0,52,549,"Binghamton, NY 13905
(42.142291, -75.93522)"
04/30/2022,319603,Steuben,Hornell,14843,National Fuel Gas Distribution,Municipal,09/20/2018,7716,Natural Gas,,"2,316",1,Home Performance,Single Family,Building Shell,1197,82,904,"Hornell, NY 14843
(42.333429, -77.643687)"
04/30/2022,338459,Monroe,Rochester,14613,Rochester Gas & Electric,Rochester Gas & Electric,03/20/2018,5000,Natural Gas,,"1,100",1,Home Performance,Single Family,Building Shell,343,51,539,"Rochester, NY 14613
(43.182592, -77.638827)"
04/30/2022,401715,Oneida,Rome,13440,National Grid,National Grid,09/23/2019,4700,Natural Gas,1987,Report SF less than 800,1,Home Performance,Single Family,Building Shell,0,24,201,"Rome, NY 13440
(43.214717, -75.454665)"
04/30/2022,420507,Erie,Buffalo,14206,National Fuel Gas Distribution,National Grid,08-05-2019,3276,Natural Gas,,"1,080",1,Home Performance,Single Family,Building Shell,107,47,360,"Buffalo, NY 14206
(42.880862, -78.811012)"
04/30/2022,370933,Monroe,Rochester,14624,,Rochester Gas & Electric,12-03-2018,3618,Oil,1966,Report SF less than 800,1,Home Performance,Single Family,Building Shell,410,21,428,"Rochester, NY 14624
(43.128513, -77.729647)"
04/30/2022,323377,Niagara,Niagara Falls,14305,National Fuel Gas Distribution,National Grid,07/23/2018,4169,Natural Gas,1924,"1,200",1,Home Performance,Single Family,Building Shell,443,44,484,"Niagara Falls, NY 14305
(43.117829, -79.033624)"
04/30/2022,415912,Queens,Queens,11433,National Grid,Consolidated Edison,10/24/2019,2930,Natural Gas,1952,"1,600",1,Home Performance,Single Family,Building Shell,510,15,286,"Queens, NY 11433
(40.697789, -73.787795)"
04/30/2022,390073,Rockland,Spring Valley,10977,Orange & Rockland,Orange & Rockland,02-05-2019,475,Natural Gas,,"1,200",1,Electric Reduction,Single Family,Building Shell,494,1,98,"Spring Valley, NY 10977
(41.116859, -74.047476)"
04/30/2022,362456,Warren,Stony Creek,12878,,National Grid,09/24/2018,4071,Propane,,"1,296",1,Home Performance,Single Family,Building Shell,0,16,375,"Stony Creek, NY 12878
(43.4299, -73.96688)"
04/30/2022,419997,Fulton,Dolgeville,13329,,National Grid,09-11-2019,14070,Wood,1971,Report SF less than 800,1,Home Performance,Mobile,Building Shell,73,48,1198,"Dolgeville, NY 13329
(43.10872, -74.733339)"
04/30/2022,356860,Monroe,Rochester,14611,Rochester Gas & Electric,Rochester Gas & Electric,06/18/2018,2268,Natural Gas,,"2,028",1,Home Performance,Single Family,Building Shell,477,16,207,"Rochester, NY 14611
(43.148072, -77.643386)"
04/30/2022,438106,Kings,Brooklyn,11216,National Grid,Consolidated Edison,12-06-2019,4465,Natural Gas,,"2,451",1,Home Performance,Single Family,Building Shell,510,49,672,"Brooklyn, NY 11216
(40.680888, -73.948978)"
04/30/2022,338633,Queens,Queens,11354,Consolidated Edison,Consolidated Edison,01/19/2018,567,Natural Gas,1966,800,1,Electric Reduction,Single Family,Building Shell,637,1,126,"Queens, NY 11354
(40.768432, -73.826093)"
04/30/2022,340667,Oneida,Utica,13501,National Grid,National Grid,06/14/2018,4738,Natural Gas,1953,"2,262",1,Home Performance,Single Family,Building Shell,54,36,335,"Utica, NY 13501
(43.085324, -75.228495)"
04/30/2022,389995,Rockland,Nanuet,10954,Orange & Rockland,Orange & Rockland,06/17/2019,4433,Natural Gas,2021,"1,680",1,Home Performance,Single Family,Building Shell,477,20,267,"Nanuet, NY 10954
(41.100807, -74.012827)"
04/30/2022,416721,Otsego,Oneonta,13820,,New York State Electric & Gas,10/17/2019,7179,Kerosene,,882,1,Home Performance,Mobile,Building Shell,1277,41,1311,"Oneonta, NY 13820
(42.46968, -75.041855)"
04/30/2022,355939,Herkimer,Ilion,13357,National Grid,National Grid,08-09-2018,7069,Natural Gas,1981,943,1,Home Performance,Mobile,Building Shell,443,63,633,"Ilion, NY 13357
(42.982885, -75.066909)"
04/30/2022,371588,Fulton,St Johnsville,13452,,National Grid,02/15/2019,9316,Kerosene,1987,"1,219",1,Home Performance,Mobile,Building Shell,393,31,753,"St Johnsville, NY 13452
(43.030313, -74.628407)"
04/30/2022,392190,Bronx,Bronx,10458,National Grid,Consolidated Edison,02-05-2019,556,Natural Gas,,"1,034",1,Electric Reduction,Single Family,Building Shell,460,1,96,"Bronx, NY 10458
(40.863025, -73.886897)"
04/30/2022,410050,Oneida,Verona,13478,,National Grid,07-11-2019,5127,Pellets,1981,"1,332",1,Home Performance,Mobile,Building Shell,410,24,413,"Verona, NY 13478
(43.143375, -75.578144)"
09/30/2021,389307,Kings,Brooklyn,11203,National Grid,Consolidated Edison,04-04-2019,3882,Natural Gas,1933,"1,632",1,Home Performance,Single Family,Building Shell,950,11,319,"Brooklyn, NY 11203
(40.649707, -73.933487)"
09/30/2021,350709,Cattaraugus,Olean,14760,New York State Electric & Gas,National Grid,07/23/2018,3972,Natural Gas,1941,"1,566",1,Home Performance,Single Family,Building Shell,510,39,418,"Olean, NY 14760
(42.080311, -78.421587)"
09/30/2021,404787,Erie,Buffalo,14215,National Fuel Gas Distribution,National Grid,05/28/2019,7478,Natural Gas,,"1,622",1,Home Performance,Mobile,Building Shell,510,61,499,"Buffalo, NY 14215
(42.934202, -78.808435)"
09/30/2021,401009,Kings,Brooklyn,11219,National Grid,Consolidated Edison,05/21/2019,489,Natural Gas,1936,"1,100",1,Electric Reduction,Single Family,Building Shell,679,1,164,"Brooklyn, NY 11219
(40.6326, -73.99708)"
09/30/2021,396045,Ontario,Farmington,14425,,Rochester Gas & Electric,06/13/2019,3633,Oil,1921,"1,588",1,Home Performance,Single Family,Building Shell,443,36,743,"Farmington, NY 14425
(42.983721, -77.344546)"
09/30/2021,345842,Broome,Vestal,13850,New York State Electric & Gas,New York State Electric & Gas,04/17/2018,6889,Oil,,"2,132",1,Home Performance,Single Family,Building Shell,0,54,1240,"Vestal, NY 13850
(42.067173, -76.025653)"
09/30/2021,322782,Ontario,Farmington,14425,,Rochester Gas & Electric,11/21/2018,4327,Propane,,Report SF less than 800,1,Home Performance,Mobile,Building Shell,410,24,278,"Farmington, NY 14425
(42.983721, -77.344546)"
09/30/2021,360565,Ontario,Manchester,14504,New York State Electric & Gas,Rochester Gas & Electric,10/29/2018,6707,Natural Gas,1863,"1,446",1,Home Performance,Mobile,Building Shell,510,45,530,"Manchester, NY 14504
(42.970415, -77.232015)"
09/30/2021,369398,Erie,Buffalo,14214,National Fuel Gas Distribution,National Grid,09-06-2018,1143,Natural Gas,1961,"2,070",1,Home Performance,Single Family,Building Shell,368,10,146,"Buffalo, NY 14214
(42.941229, -78.837203)"
09/30/2021,376164,Oneida,Lee Center,13363,,National Grid,11-06-2018,7016,Kerosene,1998,"1,064",1,Home Performance,Mobile,Building Shell,510,29,656,"Lee Center, NY 13363
(43.31776, -75.510554)"
09/30/2021,357045,Erie,Buffalo,14224,National Fuel Gas Distribution,New York State Electric & Gas,05/29/2018,3099,Natural Gas,1988,"1,130",1,Home Performance,Mobile,Building Shell,443,17,209,"Buffalo, NY 14224
(42.836052, -78.749996)"
09/30/2021,338301,Ulster,Saugerties,12477,,Central Hudson Gas & Electric,03-02-2018,2005,Oil,1951,"1,132",1,Home Performance,Single Family,Building Shell,510,5,195,"Saugerties, NY 12477
(42.081318, -73.990029)"
09/30/2021,328499,Monroe,Rochester,14608,Rochester Gas & Electric,Rochester Gas & Electric,01-09-2018,4198,Natural Gas,1941,"2,875",1,Home Performance,Single Family,Building Shell,510,49,541,"Rochester, NY 14608
(43.153628, -77.623581)"
09/30/2021,393913,Onondaga,Camillus,13031,National Grid,National Grid,04-01-2019,6977,Natural Gas,1953,"1,703",1,Home Performance,Single Family,Building Shell,0,89,814,"Camillus, NY 13031
(43.042358, -76.293014)"
09/30/2021,320310,Monroe,Rochester,14609,Rochester Gas & Electric,Rochester Gas & Electric,08-09-2018,5923,Natural Gas,,"1,313",1,Home Performance,Single Family,Building Shell,1625,47,638,"Rochester, NY 14609
(43.175867, -77.559147)"
09/30/2021,347146,Oneida,Whitesboro,13492,,National Grid,02/28/2019,11560,Kerosene,1967,Report SF less than 800,1,Home Performance,Mobile,Building Shell,393,34,1113,"Whitesboro, NY 13492
(43.11737, -75.321355)"
09/30/2021,383698,Oneida,Utica,13502,,National Grid,12-10-2018,7197,Kerosene,1991,"1,056",1,Home Performance,Mobile,Building Shell,510,29,664,"Utica, NY 13502
(43.125063, -75.202584)"
09/30/2021,323479,Orleans,Kent,14477,,National Grid,12-03-2018,7473,Oil,1867,"2,084",1,Home Performance,Single Family,Building Shell,410,35,893,"Kent, NY 14477
(43.346379, -78.13651)"
04/30/2022,395987,Erie,Lawtons,14091,,National Grid,06/21/2019,3438,Wood,2001,"1,250",1,Home Performance,Single Family,Building Shell,54,24,212,"Lawtons, NY 14091
(42.54217, -78.875138)"
04/30/2022,393281,Onondaga,Tully,13159,National Grid,National Grid,06/17/2019,8987,Natural Gas,1961,"1,800",1,Home Performance,Single Family,Building Shell,557,32,324,"Tully, NY 13159
(42.806462, -76.12834)"
04/30/2022,412736,Monroe,Churchville,14428,,National Grid,06/13/2019,6012,Oil,1976,980,1,Home Performance,Mobile,Building Shell,301,24,538,"Churchville, NY 14428
(43.080492, -77.857148)"
09/30/2021,380385,Kings,Brooklyn,11219,National Grid,Consolidated Edison,11/21/2018,337,Natural Gas,,"1,560",1,Electric Reduction,Single Family,Building Shell,343,1,79,"Brooklyn, NY 11219
(40.6326, -73.99708)"
04/30/2022,404534,Herkimer,Ilion,13357,,Municipal,05/15/2019,2892,Oil,1931,"2,160",1,Home Performance,Single Family,Building Shell,0,27,472,"Ilion, NY 13357
(42.982885, -75.066909)"
09/30/2021,371605,Wayne,Wolcott,14590,,Rochester Gas & Electric,09/13/2018,6079,Wood,1986,980,1,Home Performance,Mobile,Building Shell,810,31,559,"Wolcott, NY 14590
(43.240455, -76.828703)"
09/30/2021,344442,Otsego,Unadilla,13849,,Municipal,09/13/2018,7180,Kerosene,1991,910,1,Home Performance,Mobile,Building Shell,0,22,405,"Unadilla, NY 13849
(42.331619, -75.312817)"
09/30/2021,363615,Erie,Lawtons,14091,,National Grid,09/13/2018,913,Propane,2004,910,1,Home Performance,Mobile,Building Shell,259,4,152,"Lawtons, NY 14091
(42.54217, -78.875138)"
09/30/2021,347066,Oneida,Camden,13316,,National Grid,08-09-2018,3066,Oil,1921,"1,392",1,Home Performance,Single Family,Building Shell,0,28,536,"Camden, NY 13316
(43.371679, -75.755941)"
09/30/2021,361767,Broome,Port Crane,13833,,New York State Electric & Gas,08-02-2018,4454,Oil,,"1,176",1,Home Performance,Single Family,Building Shell,0,23,549,"Port Crane, NY 13833
(42.190693, -75.776648)"
04/30/2022,390210,Oneida,Rome,13440,,National Grid,02/21/2019,3869,Oil,1971,"1,029",1,Home Performance,Single Family,Building Shell,494,23,559,"Rome, NY 13440
(43.214717, -75.454665)"
04/30/2022,384384,Onondaga,Lafayette,13084,,National Grid,02/18/2019,5564,Propane,1998,840,1,Home Performance,Mobile,Building Shell,0,19,546,"Lafayette, NY 13084
(42.891883, -76.105637)"
09/30/2021,340575,Westchester,Yonkers,10705,,Consolidated Edison,07/16/2018,4094,Oil,1970,"2,800",1,Home Performance,Single Family,Building Shell,477,21,370,"Yonkers, NY 10705
(40.918216, -73.890871)"
04/30/2022,385514,Oswego,Oswego,13126,,National Grid,02-04-2019,7313,Other,,"1,260",1,Home Performance,Single Family,Building Shell,301,20,570,"Oswego, NY 13126
(43.440456, -76.474421)"
04/30/2022,368971,Oneida,Bridgewater,13313,,New York State Electric & Gas,01-07-2019,5991,Wood,,"1,440",1,Home Performance,Single Family,Building Shell,0,39,410,"Bridgewater, NY 13313
(42.879238, -75.250997)"
04/30/2022,328598,Oneida,Rome,13440,,National Grid,01-02-2019,6942,Propane,2002,"1,456",1,Home Performance,Mobile,Building Shell,443,16,611,"Rome, NY 13440
(43.214717, -75.454665)"
04/30/2022,358523,Oneida,Rome,13440,National Grid,National Grid,12-10-2018,7669,Natural Gas,1961,"1,802",1,Home Performance,Single Family,Building Shell,0,66,599,"Rome, NY 13440
(43.214717, -75.454665)"
04/30/2022,357138,Genesee,Batavia,14020,,National Grid,12-03-2018,3582,Oil,,"2,480",1,Home Performance,Single Family,Building Shell,0,20,547,"Batavia, NY 14020
(43.000966, -78.209704)"
04/30/2022,344318,Warren,Warrensburg,12885,,National Grid,11/29/2018,6266,Kerosene,1990,858,1,Home Performance,Mobile,Building Shell,572,21,529,"Warrensburg, NY 12885
(43.539538, -73.816906)"
04/30/2022,349677,Chenango,Greene,13778,,New York State Electric & Gas,11/21/2018,3284,Oil,,"1,225",1,Home Performance,Single Family,Building Shell,343,23,501,"Greene, NY 13778
(42.3441, -75.757339)"
04/30/2022,372674,Lewis,Lyons Falls,13368,,National Grid,11-09-2018,8579,Oil,,"2,028",1,Home Performance,Single Family,Building Shell,0,26,448,"Lyons Falls, NY 13368
(43.635657, -75.342375)"
04/30/2022,361992,Herkimer,Mohawk,13407,,National Grid,10/25/2018,1234,Kerosene,1993,"1,248",1,Home Performance,Mobile,Building Shell,626,2,176,"Mohawk, NY 13407
(42.97543, -74.950076)"
04/30/2022,351996,Tioga,Waverly,14892,,Municipal,10/21/2018,4435,Oil,1981,980,1,Home Performance,Mobile,Building Shell,0,27,483,"Waverly, NY 14892
(42.034064, -76.528603)"
04/30/2022,341885,Steuben,Savona,14879,,New York State Electric & Gas,09/17/2018,2841,Propane,1987,910,1,Home Performance,Mobile,Building Shell,925,15,414,"Savona, NY 14879
(42.314981, -77.195732)"
09/30/2021,396960,Herkimer,Mohawk,13407,,Municipal,05-06-2019,7090,Natural Gas,1956,"1,502",1,Home Performance,Single Family,Building Shell,0,40,333,"Mohawk, NY 13407
(42.97543, -74.950076)"
04/30/2022,346741,Oneida,Rome,13440,,National Grid,09/13/2018,6176,Kerosene,1990,"1,050",1,Home Performance,Mobile,Building Shell,0,20,467,"Rome, NY 13440
(43.214717, -75.454665)"
04/30/2022,324326,Niagara,Ransomville,14131,,National Grid,08/24/2018,6471,Propane,1941,"1,535",1,Home Performance,Single Family,Building Shell,616,43,1205,"Ransomville, NY 14131
(43.233782, -78.904622)"
09/30/2021,358870,Bronx,Bronx,10469,Consolidated Edison,Consolidated Edison,07/23/2018,6756,Natural Gas,1958,"2,187",1,Home Performance,Single Family,Building Shell,510,56,1045,"Bronx, NY 10469
(40.86878, -73.847397)"
09/30/2021,370235,Broome,Harpursville,13787,,New York State Electric & Gas,11/15/2018,4770,Oil,,"1,476",1,Home Performance,Single Family,Building Shell,443,37,766,"Harpursville, NY 13787
(42.198772, -75.662549)"
09/30/2021,381965,Erie,Buffalo,14225,National Fuel Gas Distribution,New York State Electric & Gas,05-02-2019,5086,Natural Gas,1961,"1,460",1,Home Performance,Single Family,Building Shell,368,31,332,"Buffalo, NY 14225
(42.928, -78.7594)"
09/30/2021,378851,Oswego,Oswego,13126,,National Grid,04/18/2019,8785,Propane,1903,"1,985",1,Home Performance,Single Family,Building Shell,0,39,981,"Oswego, NY 13126
(43.440456, -76.474421)"
09/30/2021,370940,Monroe,Rochester,14617,Rochester Gas & Electric,Rochester Gas & Electric,11-12-2018,6370,Natural Gas,,"1,720",1,Home Performance,Single Family,Building Shell,510,36,409,"Rochester, NY 14617
(43.221623, -77.597999)"
09/30/2021,372698,Oneida,Oriskany,13424,National Grid,National Grid,11-06-2018,2824,Natural Gas,1861,"1,520",1,Home Performance,Single Family,Building Shell,494,17,228,"Oriskany, NY 13424
(43.150818, -75.360631)"
09/30/2021,396526,Queens,Queens,11429,National Grid,Consolidated Edison,05/14/2019,7813,Natural Gas,1928,"2,220",1,Home Performance,Single Family,Building Shell,890,48,745,"Queens, NY 11429
(40.70975, -73.73906)"
09/30/2021,351384,Nassau,Levittown,11756,,Long Island Power Authority,05/22/2018,4371,Oil,1956,"2,012",1,Home Performance,Single Family,Building Shell,2110,17,773,"Levittown, NY 11756
(40.725845, -73.517198)"
09/30/2021,395663,Kings,Brooklyn,11233,National Grid,Consolidated Edison,03-11-2019,434,Natural Gas,,Report SF less than 800,1,Electric Reduction,Single Family,Building Shell,410,2,95,"Brooklyn, NY 11233
(40.67783, -73.919096)"
09/30/2021,368419,Westchester,Shrub Oak,10588,Consolidated Edison,Consolidated Edison,09-11-2018,287,Natural Gas,2009,Report SF less than 800,1,Electric Reduction,Single Family,Building Shell,0,1,18,"Shrub Oak, NY 10588
(41.331105, -73.828637)"
09/30/2021,348348,Queens,Queens,11417,National Grid,Consolidated Edison,05/22/2018,5644,Natural Gas,1934,"1,446",1,Home Performance,Single Family,Building Shell,510,32,521,"Queens, NY 11417
(40.676341, -73.844504)"
09/30/2021,436987,Onondaga,Syracuse,13205,National Grid,National Grid,11/22/2019,4751,Natural Gas,1952,960,1,Home Performance,Single Family,Building Shell,343,33,305,"Syracuse, NY 13205
(43.00819, -76.144124)"
09/30/2021,485794,Onondaga,Manlius,13104,National Grid,National Grid,07-08-2021,6293,Natural Gas,,"1,728",1,Home Performance,Single Family,Building Shell,510,13,161,"Manlius, NY 13104
(42.979204, -75.962381)"
09/30/2021,455125,Seneca,Ovid,14521,,New York State Electric & Gas,10-08-2020,3919,Propane,1871,"1,462",1,Home Performance,Single Family,Building Shell,510,14,401,"Ovid, NY 14521
(42.67534, -76.809667)"
09/30/2021,473987,Rensselaer,Stephentown,12169,,New York State Electric & Gas,09-07-2021,4249,Oil,1961,"2,018",1,Home Performance,Single Family,Building Shell,1065,45,930,"Stephentown, NY 12169
(42.577715, -73.433065)"
09/30/2021,423227,Erie,Buffalo,14213,National Fuel Gas Distribution,National Grid,12-06-2019,3118,Natural Gas,,"1,034",1,Home Performance,Single Family,Building Shell,473,14,150,"Buffalo, NY 14213
(42.917061, -78.89191)"
09/30/2021,424611,Livingston,Avon,14414,,National Grid,08/29/2019,5994,Propane,1976,"1,176",1,Home Performance,Mobile,Building Shell,0,30,729,"Avon, NY 14414
(42.89327, -77.727866)"
09/30/2021,396123,Erie,Buffalo,14208,National Fuel Gas Distribution,National Grid,06/28/2019,9108,Natural Gas,1946,"2,703",1,Home Performance,Single Family,Building Shell,510,85,679,"Buffalo, NY 14208
(42.914914, -78.850828)"
09/30/2021,488567,Chemung,Chemung,14825,,New York State Electric & Gas,08/26/2021,27662,Propane,1961,"1,130",1,Home Performance,Single Family,Building Shell,5588,69,2241,"Chemung, NY 14825
(42.046821, -76.618011)"
09/30/2021,521299,Kings,Brooklyn,11225,National Grid,Consolidated Edison,09/30/2021,819,Natural Gas,,"1,155",1,Home Performance,Single Family,Building Shell,510,1,127,"Brooklyn, NY 11225
(40.663779, -73.953905)"
09/30/2021,454909,Jefferson,Watertown,13601,National Grid,National Grid,06-04-2020,3841,Natural Gas,1921,"1,434",1,Home Performance,Single Family,Building Shell,301,32,295,"Watertown, NY 13601
(43.977155, -75.916148)"
09/30/2021,412296,Herkimer,Frankfort,13340,National Grid,National Grid,09-09-2019,6842,Natural Gas,,975,1,Home Performance,Single Family,Building Shell,477,33,324,"Frankfort, NY 13340
(43.050515, -75.115762)"
09/30/2021,401789,Allegany,Cuba,14727,National Fuel Gas Distribution,National Grid,09/23/2019,2891,Natural Gas,1896,"2,108",1,Home Performance,Single Family,Building Shell,0,11,81,"Cuba, NY 14727
(42.211431, -78.291237)"
09/30/2021,483389,Erie,Buffalo,14211,National Fuel Gas Distribution,National Grid,03-02-2021,6111,Natural Gas,,"1,802",1,Home Performance,Single Family,Building Shell,1280,56,548,"Buffalo, NY 14211
(42.908504, -78.82425)"
09/30/2021,487702,Erie,Buffalo,14206,National Fuel Gas Distribution,National Grid,02-09-2021,13971,Natural Gas,,"2,035",1,Home Performance,Single Family,Building Shell,826,102,910,"Buffalo, NY 14206
(42.880862, -78.811012)"
09/30/2021,470467,Rockland,Monsey,10952,Orange & Rockland,Orange & Rockland,12-01-2020,7379,Natural Gas,2009,"2,277",1,Home Performance,Single Family,Building Shell,510,29,421,"Monsey, NY 10952
(41.115844, -74.078248)"
09/30/2021,491263,Onondaga,Syracuse,13206,National Grid,National Grid,02/18/2021,4858,Natural Gas,,"1,200",1,Home Performance,Single Family,Building Shell,0,11,94,"Syracuse, NY 13206
(43.071381, -76.107915)"
09/30/2021,423059,Cattaraugus,Randolph,14772,,National Grid,10/24/2019,2819,Propane,,"1,512",1,Home Performance,Mobile,Building Shell,510,5,170,"Randolph, NY 14772
(42.155233, -78.957583)"
09/30/2021,466355,Livingston,Caledonia,14423,,National Grid,08-04-2020,9057,Natural Gas,1974,956,1,Home Performance,Mobile,Building Shell,460,23,241,"Caledonia, NY 14423
(42.943297, -77.838265)"
09/30/2021,425852,Allegany,Andover,14806,National Fuel Gas Distribution,National Grid,02/28/2020,4984,Natural Gas,1976,"1,196",1,Home Performance,Mobile,Building Shell,1558,30,385,"Andover, NY 14806
(42.155039, -77.780137)"
09/30/2021,438283,Monroe,Rochester,14609,Rochester Gas & Electric,Rochester Gas & Electric,01/27/2020,2735,Natural Gas,,"2,695",1,Home Performance,Single Family,Building Shell,410,16,175,"Rochester, NY 14609
(43.175867, -77.559147)"
